item_mrp,item_outlet_sales,item_visibility,item_weight,source,outlet_years,item_fat_content_Low Fat,item_fat_content_Non-Edible,item_fat_content_Regular,outlet_location_type_Tier 1,outlet_location_type_Tier 2,outlet_location_type_Tier 3,outlet_size_High,outlet_size_Medium,outlet_size_Small,outlet_type_Grocery Store,outlet_type_Supermarket Type1,outlet_type_Supermarket Type2,outlet_type_Supermarket Type3,item_type_combined_Drinks,item_type_combined_Food,item_type_combined_Non-Consumable
62.751,759.012,0.089069748,7.785,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
123.3414,1974.62964,0.01270511,12.819,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
105.199,1737.87116,0.077480627,14.97,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
87.7198,1430.8042,0.038427677,8.3,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
188.3898,7296.5022,0.100114941,13.425999999999998,train,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
156.2314,2180.89448,0.058419856,9.511,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
49.9376,958.752,0.07278643,13.45,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
157.263,2503.408,0.064030636,7.56,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
205.7296,4570.0512,0.0,7.405,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
49.8008,809.6128,0.14061104,9.8,train,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
187.3872,2647.2208,0.014270394,9.6,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
79.8986,1120.67456,0.075035902,13.830000000000002,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
108.4254,217.0508,0.075215349,12.345,train,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
96.0094,95.2094,0.037492325,18.1,train,24,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
172.1422,5518.1504,0.058719726,9.444,train,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
89.383,539.298,0.063207198,17.35,train,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
208.5638,7247.233,0.024482433,13.35,train,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
64.951,584.0397599999999,0.00963535,11.1,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
124.3072,2619.12404,0.051794958,12.882,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
180.0344,892.172,0.061082177,11.256,train,37,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
225.3746,5000.95696,0.098170402,14.013,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
128.7336,2173.1712,0.049016517,18.1,train,18,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
260.6278,4425.5726,0.035984104,16.2,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
43.4112,809.6128,0.041947547,15.1,train,35,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
123.0756,1925.36044,0.015664229,10.175,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
33.0558,984.7182,0.0514111,16.630000000000003,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
150.5682,762.341,0.105994654,20.75,train,24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
90.9172,89.2172,0.02579577,15.509,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
148.076,3368.948,0.244102315,9.96,train,25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
161.1578,3033.78428,0.238579765,10.5,train,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
98.0068,874.8612,0.03777249,7.075,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
151.0392,1357.16672,0.043574485,12.928999999999998,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
106.028,1810.976,0.147663025,13.576,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
108.7228,1215.7508,0.07461309,20.1,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
196.5794,585.2382,0.0,17.85,train,24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
79.5986,934.7832,0.065431917,16.0,train,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
235.8616,3046.7008,0.07543556,8.895,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
143.2154,850.8924,0.159936948,10.195,train,25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
39.3822,314.2576,0.10764721,17.25,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
192.1162,3848.324,0.032580547,16.75,train,18,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
122.9072,1906.58488,0.10527024,10.175,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
156.6314,2398.74424,0.058545606,10.169,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
231.601,5318.80988,0.063972131,15.41,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
217.4192,3745.7908,0.052691046,11.846,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
124.973,369.519,0.040421193,12.151,train,24,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
166.4526,2758.4094,0.037734782,13.373,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
89.4856,1256.49776,0.044749173,19.85,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
174.0422,1881.01816,0.178699961,13.731,train,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
86.0198,87.2198,0.12341737,12.5,train,24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
92.612,559.272,0.035801238,16.5,train,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
162.7236,2474.7786,0.192540665,9.856,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
154.8656,2541.49176,0.066336811,9.188,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
155.5288,1414.1592,0.023492524,5.675,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
115.6808,703.0848,0.038789271,8.185,train,23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
226.8404,6301.1312,0.060942632,16.0,train,18,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
151.6708,2977.32444,0.15266209,10.863,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
100.5332,1127.8652,0.144856342,7.21,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
107.7596,323.5788,0.013584408,12.345,train,35,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
103.1964,736.3748,0.038288087,7.785,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
57.2614,2486.763,0.01430324,13.45,train,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
39.1164,308.9312,0.019356132,11.65,train,35,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
250.9408,3353.6346000000003,0.026420581,11.709,train,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
163.4894,2222.57356,0.049660306,11.017,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
247.0144,5079.65452,0.040599963,11.897,train,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
47.2402,505.3422,0.016060186,17.6,train,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
200.0084,2182.4924,0.014076503,9.3,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
178.237,5469.547,0.155350299,9.648,train,18,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
90.3146,1733.0774,0.093765794,7.325,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
110.5254,1773.8243599999998,0.09203683,13.289,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
91.4488,543.2928,0.036463975,16.85,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
254.904,3795.06,0.030789914,10.726,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
78.6328,231.6984,0.131152799,14.3,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
76.8354,456.87196000000006,0.222132498,13.45,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
185.8266,8114.7704,0.044377096,13.425999999999998,train,35,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
200.5742,2580.37448,0.093883945,10.134000000000002,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
50.3692,1034.6532,0.151419185,14.6,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
174.8738,347.5476,0.171417316,12.022000000000002,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
140.2154,1701.7848,0.054344186,18.25,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
144.2786,288.9572,0.107036943,5.46,train,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
201.0742,2189.8162,0.043333912,11.35,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
54.764,1331.6,0.04192285,14.0,train,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
102.699,3095.97,0.01516265,13.006,train,24,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
165.021,4078.025,0.026001976,13.85,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
143.9786,866.8716,0.029843736,14.0,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
111.157,1563.2984,0.04690397,11.181,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
143.4786,2311.6576,0.029003459,21.1,train,18,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
119.7756,2059.9852,0.088121336,8.655,train,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
198.4768,1379.5376,0.033287541,12.85,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
147.7418,1618.5598,0.038822077,9.960000000000004,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
131.3626,262.3252,0.063122753,6.425,train,35,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
117.2808,1523.3504,0.039624006,20.85,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
121.044,3475.476,0.06823032,12.831,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
113.5518,5351.0346,0.032882271,11.059,train,35,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
127.831,1298.31,0.0,19.2,train,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
165.05,2330.3,0.085274988,5.655,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
176.137,3586.53144,0.123745045,15.428999999999998,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
78.067,1124.00356,0.052749199,12.84,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
128.1678,1017.3424,0.136275173,6.405,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
54.0614,1160.4894,0.171281641,14.65,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
41.5138,690.4346,0.048339408,10.8,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
233.5984,1853.5872,0.091098018,14.35,train,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
188.224,5033.448,0.040744057,13.425999999999998,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
195.011,1964.11,0.00879232,14.15,train,18,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
197.611,3142.576,0.077628053,19.2,train,23,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
148.7076,3547.3824,0.188038372,9.96,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
110.157,1867.569,0.184041545,14.208000000000002,train,13,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
123.8414,2125.36676,0.081197035,13.072,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
34.919,476.047,0.038925251,9.0,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
199.4426,3561.0978800000003,0.156307983,6.615,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
125.073,1108.557,0.052165855,17.0,train,35,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
128.0678,2797.6916,0.104704537,12.861,train,37,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
53.2666,550.48344,0.056033565,11.85,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
157.892,1917.504,0.022924552,13.15,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
65.2168,958.752,0.013840784,15.35,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
214.0902,2942.3033600000003,0.173574402,11.835,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
172.8106,4403.33488,0.047757473,14.34,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
231.3668,8062.838,0.073080167,15.919,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
216.2534,2211.25496,0.143591586,12.224999999999998,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
263.7568,7646.0472,0.228993134,10.895,train,23,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
226.8036,3415.554,0.022460102,20.1,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
133.3284,3233.65744,0.0926587,12.397,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
39.7506,156.32984000000002,0.012709331,11.761,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
109.8912,2074.6328,0.084554569,14.208000000000002,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
263.791,5009.4792,0.019590769,14.256,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
96.8068,1648.25448,0.02455854,15.399,train,20,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
163.5552,1787.0072,0.096386227,5.78,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
147.3734,296.9468,0.082551042,18.2,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
88.3514,1416.8224,0.115119905,5.425,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
152.734,2756.412,0.027212058,7.55,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
127.3336,2940.1728,0.027139013,19.0,train,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
165.6868,3580.13976,0.175545889,17.6,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
112.9544,2024.16516,0.031069993,11.759,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
217.4192,3745.7908,0.123557061,11.846,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
191.153,3415.554,0.007084185,6.115,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
208.5638,2691.8294,0.07376631,16.5,train,35,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
194.282,2219.91036,0.095587976,12.629,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
185.7608,3192.37784,0.08234117,13.784,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
150.3734,2345.0807600000003,0.142107998,14.74,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
42.0138,690.4346,0.105274111,8.895,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
181.1634,181.7634,0.065188619,10.828,train,37,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
149.7734,3266.4148,0.055103174,9.96,train,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
217.6192,1725.7536,0.013120028,7.475,train,25,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
32.99,898.83,0.041878397,15.63,train,18,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
62.6168,958.752,0.049357077,15.0,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
146.6418,4414.254,0.043351896,9.96,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
117.7492,2146.27288,0.05346916,7.655,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
45.7428,773.79276,0.04217956,10.782,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
122.1098,3374.2744,0.021353642,12.831,train,37,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
237.159,3072.667,0.019012262,17.6,train,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
42.8112,639.168,0.006759519,12.5,train,35,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
266.8884,5238.248079999999,0.21799414,10.072,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
180.0318,3969.4996,0.061330521,16.5,train,20,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
92.4488,1019.87244,0.019912606,11.573,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
218.2166,3701.1822,0.035414528,12.173,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
195.0478,1549.9824,0.049583899,21.0,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
260.762,5437.45544,0.086145867,10.989,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
82.1908,2432.8332,0.058365706,19.25,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
222.6114,3629.2758,0.115342009,12.41,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
196.6794,3121.2704,0.065041581,10.895,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
113.7544,1468.35532,0.100055625,8.472999999999999,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
36.0848,372.848,0.064022881,10.695,train,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
222.9114,5764.4964,0.03033748,9.695,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
141.1838,2247.7408,0.0467696,17.1,train,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
94.9436,1323.6104,0.114294512,20.7,train,23,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
49.6376,393.08832,0.084404264,13.082,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
171.9448,3749.7856,0.142410775,7.6,train,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
197.211,3731.809,0.024454052,14.15,train,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
248.8092,3486.1288,0.030118338,15.309,train,37,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
120.9756,3877.6192,0.083133128,12.831,train,23,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
81.0618,1450.1124,0.008589133,18.0,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
43.2796,784.3124,0.117825569,14.795000000000002,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
156.5288,1571.288,0.021427082,20.7,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
256.7014,6630.0364,0.073229342,10.726,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
59.5904,703.0848,0.107765165,12.61,train,23,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
164.1552,974.7312,0.058516562,9.991,train,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
241.7538,9133.4444,0.156286566,15.919,train,23,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
47.2744,780.1844400000001,0.058725134,14.818,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
188.424,3979.22028,0.019127291,11.692,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
178.9318,3969.4996,0.044155597,13.1,train,23,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
245.1802,5650.6446,0.058091482,13.8,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
159.692,958.752,0.051778173,7.184,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
181.4318,3428.2042,0.022604051,12.85,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
261.6594,6018.1662,0.022976497,6.85,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
115.1834,345.5502,0.291865402,17.7,train,24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
150.4024,2884.2456,0.061446997,10.8,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
261.5936,6002.8528,0.021065311,17.85,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
48.8718,516.26132,0.140582485,17.0,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
78.696,1757.712,0.050353695,10.3,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
67.5142,593.2278,0.029535852,6.71,train,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
192.2162,384.8324,0.118672537,7.68,train,24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
123.1756,1925.36044,0.047857877,10.175,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
38.7138,284.2966,0.029760052,8.325,train,35,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
257.6646,2061.3168,0.029445361,16.35,train,25,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
63.2826,1033.3216,0.110681931,10.223,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
104.9622,1587.933,0.112556507,19.0,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
38.6848,1155.8288,0.113125627,15.2,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
89.8856,966.7416,0.065207559,14.3,train,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
162.2578,3265.2163600000003,0.06173052,12.34,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
95.012,1195.7768,0.245407386,13.609000000000004,train,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
186.5924,555.2772,0.1263349,13.425999999999998,train,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
209.5296,3623.9494,0.039261947,12.578,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
88.254,1472.88276,0.030819397,19.5,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
63.6194,1239.18696,0.076868664,10.55,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
168.1474,5390.3168,0.025789175,16.25,train,18,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
128.102,1564.0973600000002,0.046051414,13.541000000000002,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
184.2608,367.5216,0.160936178,15.006,train,37,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
43.8744,633.8416,0.04605781,8.71,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
229.9694,4496.94636,0.208162156,14.0,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
188.9898,2779.98132,0.010615026,10.829000000000002,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
59.4562,829.5868,0.161317495,15.7,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
55.9298,107.8596,0.0,13.45,train,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
149.605,3745.125,0.146895866,17.35,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
160.4604,3097.03528,0.162248011,14.520999999999995,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
165.8526,2960.1468,0.084245356,12.564000000000002,train,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
255.6672,4346.3424,0.020994339,10.895,train,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
114.0176,2290.352,0.024304264,8.39,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
179.1028,3896.2616,0.115857223,8.31,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
194.3478,387.4956,0.151420934,9.8,train,24,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
185.4608,3462.02684,0.023454399,14.954000000000002,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
153.4682,2287.023,0.063750302,9.43,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
107.328,1714.4350000000002,0.165907543,9.395,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
112.0202,5063.409,0.047008497,11.059,train,37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
34.9558,67.9116,0.267352587,16.1,train,24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
47.806,455.5403600000001,0.053481818,17.6,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
43.7454,538.6322,0.077427883,13.411,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
99.7726,1337.32588,0.060359181,11.912,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
165.2526,822.263,0.072864869,9.991,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
150.4734,2345.08076,0.036012919,14.74,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
111.1544,1563.2984,0.019117392,11.181,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115.9834,345.5502,0.060237465,12.72,train,37,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
104.628,745.696,0.052146456,18.75,train,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
246.1802,2702.4822,0.044843161,9.3,train,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
99.47,1316.55292,0.031623019,11.912,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
187.1582,3395.31368,0.054443762,12.488,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
98.6068,1581.67448,0.21561193,13.5,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
169.379,5602.707,0.027617046,9.444,train,25,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
59.1246,795.8973199999999,0.193477995,12.151,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
46.7744,1222.4088,0.028282832,20.0,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
36.3216,605.07904,0.073077197,11.144,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
145.9102,2187.153,0.007555176,17.5,train,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
90.2514,1309.49544,0.062576446,12.287,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
193.6504,383.5008,0.09246392,12.114999999999998,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
