item_mrp,item_outlet_sales,item_visibility,item_weight,outlet_years,item_fat_content_Low Fat,item_fat_content_Non-Edible,item_fat_content_Regular,outlet_location_type_Tier 1,outlet_location_type_Tier 2,outlet_location_type_Tier 3,outlet_size_High,outlet_size_Medium,outlet_size_Small,outlet_type_Grocery Store,outlet_type_Supermarket Type1,outlet_type_Supermarket Type2,outlet_type_Supermarket Type3,item_type_combined_Drinks,item_type_combined_Food,item_type_combined_Non-Consumable
109.2228,3205.1612,0.087029712,12.345,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
198.411,3122.46884,0.141360118,15.389999999999995,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
178.9686,3219.8088,0.018007487,18.0,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
154.463,2190.482,0.170795745,18.25,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
73.9354,1655.1788,0.027052013,20.7,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
234.93,4330.76268,0.114246019,21.25,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
80.1644,1649.8524,0.079794329,9.0,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
170.2474,2243.34652,0.019616991,13.69,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
100.5332,1127.8652,0.144856342,7.21,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
83.1566,1099.2358,0.064376263,9.195,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
85.1908,2181.1608,0.075849167,11.65,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
186.2266,3678.67816,0.16147714,14.66,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
190.5872,1400.5768799999998,0.216478153,19.0,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
143.3154,2836.308,0.0816559,6.095,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
163.8552,2488.6272400000003,0.016804724,9.939,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
251.675,4244.475,0.021468792,10.0,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
240.3564,2956.8178,0.101626463,12.588,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
72.3038,960.7494,0.008579863,16.75,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
214.556,2769.728,0.094659871,6.155,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
155.5288,1414.1592,0.023492524,5.675,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
142.6496,3246.4408,0.041177505,16.0,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
145.147,2019.23824,0.015224339,10.685,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
128.0678,2797.6916,0.104704537,12.861,37,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
149.1418,588.5672,0.157246634,15.5,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
95.2752,1534.0032,0.179806961,6.175,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
169.3474,2130.82632,0.274592283,11.782,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
59.2588,656.21248,0.096958614,7.5,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
265.5568,790.9704,0.132630345,10.535999999999998,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
130.0626,131.1626,0.150554711,6.67,24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
107.328,1714.4350000000002,0.165907543,9.395,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
150.3734,2345.0807600000003,0.142107998,14.74,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
176.137,3586.53144,0.123745045,15.428999999999998,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
99.77,798.96,0.059352241,7.76,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
266.8884,6359.7216,0.140311123,8.459,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
121.844,2869.86432,0.026010729,14.558000000000002,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
177.7712,4525.842079999999,0.156424341,13.329,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
99.87,1337.32588,0.132590283,9.772,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
123.0414,4629.9732,0.064240743,12.081,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
117.2808,1523.3504,0.039624006,20.85,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
54.764,1331.6,0.04192285,14.0,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
264.391,5259.82,0.027022883,17.5,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
127.9678,3560.6984,0.039428167,20.35,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
185.0608,3307.6944,0.015756784,19.5,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
119.9098,2048.6666,0.072284689,5.765,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
124.1072,2619.12404,0.054142088,12.882,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
260.6278,4425.5726,0.035984104,16.2,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
195.2478,4262.4516,0.016201845,8.51,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
106.928,2876.256,0.026749991,11.885,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
131.2968,3523.4136,0.102920886,6.11,24,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
49.7008,50.6008,0.05787008,13.45,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
118.115,1940.94016,0.040446145,9.349,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
45.9428,773.79276,0.02328537,10.782,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
167.1132,2874.9244,0.04575559,15.6,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
166.3526,3617.9572,0.061405051,7.865,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
51.535,848.895,0.017191055,7.935,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
127.4362,2265.0516,0.047801883,16.1,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
196.3794,3511.4292,0.01946418,14.034,35,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
61.5536,796.2968,0.076891526,6.13,20,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
152.234,3828.35,0.049754975,9.96,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
258.3304,3358.2952,0.013634468,17.5,18,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
156.5288,1571.288,0.021427082,20.7,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
198.4768,1379.5376,0.033287541,12.85,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
250.9408,3353.6346000000003,0.026420581,11.709,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
98.541,1581.67448,0.02844314,11.655,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
116.2492,2896.23,0.024482644,9.8,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
88.254,865.54,0.020686161,12.665,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
180.4002,716.4008,0.070660449,13.306,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
103.1016,708.4112,0.047364617,5.5,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
79.7986,1120.67456,0.091011438,13.830000000000002,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
82.6276,731.0484,0.040897932,17.7,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
148.7418,4561.3958,0.109003832,9.96,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
255.5698,4171.103840000001,0.102065622,14.124,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
227.4062,5191.2426,0.049722335,16.079,20,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
128.102,1564.0973600000002,0.04592756,13.541000000000002,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
242.8486,3420.8804,0.067128641,15.919,37,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
115.9834,345.5502,0.060237465,12.72,37,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
143.9786,866.8716,0.029843736,14.0,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
200.0742,2578.909720000001,0.020814797,9.187,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
190.953,2842.03388,0.20914265,13.303,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
198.9768,2734.70692,0.117994019,14.453,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
210.727,4844.893440000001,0.165073642,14.358,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
65.9484,1174.4712,0.070699313,13.0,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
191.9504,767.0016,0.148938624,18.35,20,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
188.3898,7296.5022,0.100114941,13.425999999999998,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
105.6648,623.1888,0.056695731,20.85,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
242.9854,6767.1912,0.148821808,15.309,18,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
182.095,732.38,0.022914478,19.2,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
237.559,3621.41936,0.112492619,10.0,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
165.0842,994.7052,0.054463442,16.35,24,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
159.3604,2612.5992,0.025860761,11.054,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
61.3194,2043.3402,0.082440705,11.441,37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
51.935,199.74,0.154120252,7.84,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
96.9726,1076.5986,0.016687114,16.2,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
89.4856,1054.6272,0.129086113,16.75,23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
256.7672,5624.6784,0.0,20.35,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
78.367,918.804,0.044869794,14.8,18,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
42.0138,690.4346,0.105274111,8.895,13,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
174.8738,347.5476,0.171417316,12.022000000000002,25,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
128.102,1564.0973600000002,0.046051414,13.541000000000002,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
102.699,3095.97,0.01516265,13.006,24,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
96.0726,1272.3438,0.026903714,19.7,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
152.3024,1821.6288,0.051952573,9.13,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
169.7474,673.7896,0.098803088,14.85,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
48.8718,516.26132,0.140582485,17.0,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
189.1188,3237.1196,0.038040837,17.85,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
147.905,1647.855,0.061883353,9.27,23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
166.4526,2758.4094,0.037396492,13.373,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
91.812,372.848,0.061393095,14.109,37,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
99.7384,295.6152,0.008871687,8.68,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
210.1954,3444.849200000001,0.018148732,13.278,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
250.9066,1506.0396,0.093307713,7.39,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
113.3544,3467.4864,0.125222705,8.895,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
80.5618,322.2472,0.020542737,17.35,35,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
169.4816,503.3448,0.143870574,9.0,18,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
99.7042,1337.32588,0.12588618,11.912,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
104.799,2373.577,0.02236923,9.6,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
191.253,2388.2246,0.091924311,13.303,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
260.762,5437.45544,0.086145867,10.989,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
62.9536,2266.3832,0.018968743,11.441,20,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
218.4482,4819.0604,0.073906461,7.855,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
46.2086,884.4487200000001,0.051902594,13.597,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
64.2168,1661.8368,0.054937907,16.7,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
36.1874,333.83212,0.024331586,12.6,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
127.7362,2559.46836,0.119461188,15.38,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
39.2164,540.6296,0.041459804,10.5,23,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
170.979,3754.84568,0.150455041,10.704,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
112.1228,1608.43964,0.1408005,11.086,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
231.001,6103.5217600000005,0.13027716,13.354,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
196.5794,585.2382,0.0,17.85,24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
140.2496,1693.7952,0.089859642,14.1,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
220.7798,6611.394,0.081465335,12.5,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
50.3034,145.8102,0.012184999,15.2,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
142.947,2365.72056,0.052239735,11.332,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
168.8816,167.7816,0.22417463,12.024,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
242.2538,3722.88728,0.274592283,18.51,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
220.7482,4019.70092,0.236616754,12.439,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
79.5986,934.7832,0.065431917,16.0,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
33.4558,713.0718,0.108470504,19.25,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
96.8068,1648.25448,0.02455854,15.399,20,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
193.982,1628.0141600000002,0.097275225,12.966,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
246.0776,990.7104,0.083198341,5.155,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
39.8506,1480.0734,0.079046992,15.2,37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
185.8266,8114.7704,0.044377096,13.425999999999998,35,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
91.883,948.0992,0.13064231,13.899,18,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
257.5672,4008.914960000001,0.053288809,16.2,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
95.5778,1224.4062,0.041063069,11.366,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
60.4562,770.3306,0.036241797,11.767,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
92.2488,1358.232,0.082085787,12.5,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
250.5382,2775.7202,0.141398626,15.75,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
232.3668,6306.99024,0.149062064,14.88,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
112.2228,1396.31576,0.037824735,13.384,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
81.4618,241.6854,0.098312421,15.231,23,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
151.7682,762.341,0.086708987,8.88,35,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
155.7314,3412.8908,0.264124669,9.43,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
49.2034,729.051,0.137697119,19.35,24,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
107.8622,1589.53092,0.284065879,12.358,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
49.8376,393.08832,0.28701714,13.532,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
176.3396,3809.97392,0.045308629,15.429000000000002,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
157.7972,1713.7692,0.019866705,8.02,18,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
243.5512,4945.82872,0.279783532,13.622,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
124.3072,2619.12404,0.051794958,12.882,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
62.7194,990.7104,0.049058014,12.6,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
54.0614,1160.4894,0.171281641,14.65,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
114.4176,343.5528,0.030616757,10.3,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
174.537,1235.059,0.029158763,9.695,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
182.0318,5954.2494,0.035185588,12.726000000000004,25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
53.2666,550.48344,0.056033565,11.85,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
172.808,2250.404,0.145631695,7.59,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
196.8768,7094.7648,0.100277876,12.902,37,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
189.6188,952.094,0.011324862,7.855,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
258.5646,6183.9504,0.078719835,8.05,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
198.5768,6897.688,0.161350176,12.902,24,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
105.099,1581.275,0.054363971,13.687,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
180.7634,2181.1608,0.041291169,14.0,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
231.7642,5344.3766,0.059776237,15.919,37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
53.1666,859.14832,0.047387144,10.6,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
125.173,2956.152,0.088821765,8.895,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
56.0614,994.7052,0.022059594,8.93,20,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
132.9626,3268.94484,0.029529474,12.277,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
55.7298,690.30144,0.070354806,13.686000000000002,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
125.6678,4832.3764,0.050692386,12.081,37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
173.2054,3151.8972,0.0,9.1,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
86.5566,1290.3204,0.03627089,11.049,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
158.6578,2406.867,0.020989132,9.285,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
143.2154,1418.154,0.090153756,16.0,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
226.9404,5813.36612,0.017093789,12.822000000000005,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
115.3518,1821.6288,0.089686322,14.75,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
150.4734,2345.08076,0.036012919,14.74,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
250.2092,5976.2208,0.016054884,9.3,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
125.9704,1877.556,0.09357779,11.8,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
67.5142,958.88516,0.073783159,8.304,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
105.3306,1045.306,0.024579432,5.63,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
123.473,369.519,0.0,12.151,37,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
191.353,2704.08012,0.021184746,14.093,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
117.2492,2432.8332,0.008596051,11.8,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
241.8854,483.3708,0.078764059,15.919,37,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
152.6024,4402.2696,0.130867413,9.96,18,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
92.7146,1000.43108,0.026738937,11.503,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
231.601,5318.80988,0.063972131,15.41,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
172.7106,4628.50844,0.080257683,14.34,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
39.7506,156.32984000000002,0.012709331,11.761,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
230.6352,916.1408,0.179484411,15.919,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
57.493,226.372,0.162462044,13.8,18,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
197.3768,7488.9184,0.068604503,12.902,37,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
257.633,7433.657,0.135375727,10.726,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
99.5358,1316.55292,0.005997615,11.912,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
197.9768,2482.7682,0.028999721,13.339000000000002,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
39.2848,295.34888,0.162461219,14.62,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
161.3578,2993.17048,0.017887474,7.145,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
239.4564,5243.8408,0.167799329,9.895,18,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
115.2518,965.01052,0.100322104,14.274,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
231.1668,6911.004,0.016001434,13.65,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
124.5072,4042.7376,0.041622264,12.6,23,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
190.6872,4916.2672,0.012518707,19.75,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
193.4504,2876.256,0.083016832,10.8,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
108.7596,4098.6648,0.078502143,9.195,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
253.4724,6795.1548,0.114160573,17.25,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
226.172,3169.208,0.042560252,7.365,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
114.2518,569.259,0.071222087,7.27,20,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
180.6002,895.501,0.14453827,11.256,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
155.263,1721.093,0.105018817,16.75,23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
43.6454,125.8362,0.072221801,15.2,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
121.1782,2504.2069600000004,0.060672263,9.293,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
42.9112,426.112,0.191013663,14.102,18,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
60.2904,644.4944,0.073480266,7.06,20,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
38.3164,540.6296,0.043479126,15.85,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
248.675,4993.5,0.034823127,15.309,20,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
174.4054,3064.94372,0.04500603,12.05,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
37.3164,38.6164,0.143592939,15.2,37,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
178.7028,2697.6884400000004,0.097059596,13.644,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
88.7198,1946.26656,0.019880322,13.315,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
38.419,776.9886,0.024546148,15.4,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
187.3872,2647.2208,0.014270394,9.6,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
91.4488,543.2928,0.036463975,16.85,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
188.9898,2779.98132,0.010615026,10.829000000000002,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
221.5798,4187.2162,0.13312044,11.0,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
78.067,1124.00356,0.052749199,12.84,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
192.7478,387.4956,0.062606583,20.85,24,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
138.718,1398.18,0.045818773,10.0,35,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
195.5478,2998.49688,0.188151371,20.5,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
190.4872,2840.43596,0.069745165,15.24,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
184.1292,547.2876,0.153741385,13.786,24,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
153.4656,1853.5872,0.030379382,10.1,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
162.1236,2577.9776,0.137858955,8.895,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
89.8856,966.7416,0.065207559,14.3,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
161.7578,4492.8184,0.109153001,20.75,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
234.93,932.12,0.098606543,15.919,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
51.6982,1262.3568,0.042352822,14.15,13,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
185.1608,2388.8904,0.053527105,12.85,23,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
47.2402,505.3422,0.016060186,17.6,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
40.2138,81.2276,0.075836522,11.901,18,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
